CLASSIFICATION_BROAD,CLASSIFICATION_SPECIFIC,CLASS,KEGG,GO,PFAM,NAME_SHORT,NAME_FULL,DESCRIPTION,REFERENCE,WHY,,,
,,ABC transporters,K17236,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K02067,,,,,,,,,,
,,ABC transporters,K02066,,,,,,,,,,
,,ABC transporters,K02065,,,,,,,,,,
,,ABC transporters,K07323,,,,,,,,,,
,,ABC transporters,K02067,,,,,,,,,,
,,ABC transporters,K02066,,,,,,,,,,
,,ABC transporters,K02065,,,,,,,,,,
,,ABC transporters,K07122,,,,,,,,,,
,,ABC transporters,K02067,,,,,,,,,,
,,ABC transporters,K02066,,,,,,,,,,
,,ABC transporters,K02065,,,,,,,,,,
,,ABC transporters,K15770,,,,,,,,,,
,,ABC transporters,K15771,,,,,,,,,,
,,ABC transporters,K15772,,,,,,,,,,
,,ABC transporters,K10111,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K10111,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K02040,,,,,,,,,,
,,ABC transporters,K02037,,,,,,,,,,
,,ABC transporters,K02038,,,,,,,,,,
,,ABC transporters,K02036,,,,,,,,,,
,,ABC transporters,K02044,,,,,,,,,,
,,ABC transporters,K02042,,,,,,,,,,
,,ABC transporters,K02041,,,,,,,,,,
,,ABC transporters,K10013,,,,,,,,,,
,,ABC transporters,K10015,,,,,,,,,,
,,ABC transporters,K10016,,,,,,,,,,
,,ABC transporters,K10017,,,,,,,,,,
,,ABC transporters,K10014,,,,,,,,,,
,,ABC transporters,K10015,,,,,,,,,,
,,ABC transporters,K10016,,,,,,,,,,
,,ABC transporters,K10017,,,,,,,,,,
,,ABC transporters,K10036,,,,,,,,,,
,,ABC transporters,K10037,,,,,,,,,,
,,ABC transporters,K10038,,,,,,,,,,
,,ABC transporters,K09996,,,,,,,,,,
,,ABC transporters,K09997,,,,,,,,,,
,,ABC transporters,K09998,,,,,,,,,,
,,ABC transporters,K09999,,,,,,,,,,
,,ABC transporters,K10000,,,,,,,,,,
,,ABC transporters,K10001,,,,,,,,,,
,,ABC transporters,K10002,,,,,,,,,,
,,ABC transporters,K10003,,,,,,,,,,
,,ABC transporters,K10004,,,,,,,,,,
,,ABC transporters,K10018,,,,,,,,,,
,,ABC transporters,K10019,,,,,,,,,,
,,ABC transporters,K10020,,,,,,,,,,
,,ABC transporters,K10021,,,,,,,,,,
,,ABC transporters,K09969,,,,,,,,,,
,,ABC transporters,K09970,,,,,,,,,,
,,ABC transporters,K09971,,,,,,,,,,
,,ABC transporters,K09972,,,,,,,,,,
,,ABC transporters,K10005,,,,,,,,,,
,,ABC transporters,K10006,,,,,,,,,,
,,ABC transporters,K10007,,,,,,,,,,
,,ABC transporters,K10008,,,,,,,,,,
,,ABC transporters,K02424,,,,,,,,,,
,,ABC transporters,K10009,,,,,,,,,,
,,ABC transporters,K10010,,,,,,,,,,
,,ABC transporters,K16956,,,,,,,,,,
,,ABC transporters,K16957,,,,,,,,,,
,,ABC transporters,K16958,,,,,,,,,,
,,ABC transporters,K16959,,,,,,,,,,
,,ABC transporters,K16960,,,,,,,,,,
,,ABC transporters,K10022,,,,,,,,,,
,,ABC transporters,K10023,,,,,,,,,,
,,ABC transporters,K10024,,,,,,,,,,
,,ABC transporters,K10025,,,,,,,,,,
,,ABC transporters,K17062,,,,,,,,,,
,,ABC transporters,K17063,,,,,,,,,,
,,ABC transporters,K17073,,,,,,,,,,
,,ABC transporters,K17074,,,,,,,,,,
,,ABC transporters,K17076,,,,,,,,,,
,,ABC transporters,K01999,,,,,,,,,,
,,ABC transporters,K01997,,,,,,,,,,
,,ABC transporters,K01998,,,,,,,,,,
,,ABC transporters,K01995,,,,,,,,,,
,,ABC transporters,K01996,,,,,,,,,,
,,ABC transporters,K11954,,,,,,,,,,
,,ABC transporters,K11955,,,,,,,,,,
,,ABC transporters,K11956,,,,,,,,,,
,,ABC transporters,K11957,,,,,,,,,,
,,ABC transporters,K11958,,,,,,,,,,
,,ABC transporters,K11959,,,,,,,,,,
,,ABC transporters,K11960,,,,,,,,,,
,,ABC transporters,K11961,,,,,,,,,,
,,ABC transporters,K11962,,,,,,,,,,
,,ABC transporters,K11963,,,,,,,,,,
,,ABC transporters,K02073,,,,,,,,,,
,,ABC transporters,K02072,,,,,,,,,,
,,ABC transporters,K02071,,,,,,,,,,
,,ABC transporters,K10039,,,,,,,,,,
,,ABC transporters,K10040,,,,,,,,,,
,,ABC transporters,K10041,,,,,,,,,,
,,ABC transporters,K16961,,,,,,,,,,
,,ABC transporters,K16962,,,,,,,,,,
,,ABC transporters,K16963,,,,,,,,,,
,,ABC transporters,K15580,,,,,,,,,,
,,ABC transporters,K15581,,,,,,,,,,
,,ABC transporters,K15582,,,,,,,,,,
,,ABC transporters,K15583,,,,,,,,,,
,,ABC transporters,K10823,,,,,,,,,,
,,ABC transporters,K12368,,,,,,,,,,
,,ABC transporters,K12369,,,,,,,,,,
,,ABC transporters,K12370,,,,,,,,,,
,,ABC transporters,K12371,,,,,,,,,,
,,ABC transporters,K12372,,,,,,,,,,
,,ABC transporters,K16199,,,,,,,,,,
,,ABC transporters,K16200,,,,,,,,,,
,,ABC transporters,K16201,,,,,,,,,,
,,ABC transporters,K16202,,,,,,,,,,
,,ABC transporters,K19226,,,,,,,,,,
,,ABC transporters,K19227,,,,,,,,,,
,,ABC transporters,K19228,,,,,,,,,,
,,ABC transporters,K19229,,,,,,,,,,
,,ABC transporters,K19230,,,,,,,,,,
,,ABC transporters,K15584,,,,,,,,,,
,,ABC transporters,K15585,,,,,,,,,,
,,ABC transporters,K15586,,,,,,,,,,
,,ABC transporters,K15587,,,,,,,,,,
,,ABC transporters,K10824,,,,,,,,,,
,,ABC transporters,K13889,,,,,,,,,,
,,ABC transporters,K13890,,,,,,,,,,
,,ABC transporters,K13891,,,,,,,,,,
,,ABC transporters,K13892,,,,,,,,,,
,,ABC transporters,K13893,,,,,,,,,,
,,ABC transporters,K13894,,,,,,,,,,
,,ABC transporters,K13895,,,,,,,,,,
,,ABC transporters,K13896,,,,,,,,,,
,,ABC transporters,K02016,,,,,,,,,,
,,ABC transporters,K02015,,,,,,,,,,
,,ABC transporters,K02013,,,,,,,,,,
,,ABC transporters,K06858,,,,,,,,,,
,,ABC transporters,K06073,,,,,,,,,,
,,ABC transporters,K06074,,,,,,,,,,
,,ABC transporters,K11601,,,,,,,,,,
,,ABC transporters,K11602,,,,,,,,,,
,,ABC transporters,K11603,,,,,,,,,,
,,ABC transporters,K09815,,,,,,,,,,
,,ABC transporters,K09816,,,,,,,,,,
,,ABC transporters,K09817,,,,,,,,,,
,,ABC transporters,K11704,,,,,,,,,,
,,ABC transporters,K11705,,,,,,,,,,
,,ABC transporters,K11706,,,,,,,,,,
,,ABC transporters,K11604,,,,,,,,,,
,,ABC transporters,K11605,,,,,,,,,,
,,ABC transporters,K11606,,,,,,,,,,
,,ABC transporters,K11607,,,,,,,,,,
,,ABC transporters,K11707,,,,,,,,,,
,,ABC transporters,K11708,,,,,,,,,,
,,ABC transporters,K11709,,,,,,,,,,
,,ABC transporters,K11710,,,,,,,,,,
,,ABC transporters,K02009,,,,,,,,,,
,,ABC transporters,K02008,,,,,,,,,,
,,ABC transporters,K02007,,,,,,,,,,
,,ABC transporters,K02006,,,,,,,,,,
,,ABC transporters,K16915,,,,,,,,,,
,,ABC transporters,K02009,,,,,,,,,,
,,ABC transporters,K10094,,,,,,,,,,
,,ABC transporters,K02008,,,,,,,,,,
,,ABC transporters,K02007,,,,,,,,,,
,,ABC transporters,K02006,,,,,,,,,,
,,ABC transporters,K03523,,,,,,,,,,
,,ABC transporters,K16783,,,,,,,,,,
,,ABC transporters,K16784,,,,,,,,,,
,,ABC transporters,K03523,,,,,,,,,,
,,ABC transporters,K16785,,,,,,,,,,
,,ABC transporters,K16786,,,,,,,,,,
,,ABC transporters,K16787,,,,,,,,,,
,,ABC transporters,K11051,,,,,,,,,,
,,ABC transporters,K11050,,,,,,,,,,
,,ABC transporters,K09688,,,,,,,,,,
,,ABC transporters,K10107,,,,,,,,,,
,,ABC transporters,K09689,,,,,,,,,,
,,ABC transporters,K09690,,,,,,,,,,
,,ABC transporters,K09691,,,,,,,,,,
,,ABC transporters,K07091,,,,,,,,,,
,,ABC transporters,K11720,,,,,,,,,,
,,ABC transporters,K06861,,,,,,,,,,
,,ABC transporters,K09692,,,,,,,,,,
,,ABC transporters,K09693,,,,,,,,,,
,,ABC transporters,K09694,,,,,,,,,,
,,ABC transporters,K09695,,,,,,,,,,
,,ABC transporters,K09696,,,,,,,,,,
,,ABC transporters,K09697,,,,,,,,,,
,,ABC transporters,K19341,,,,,,,,,,
,,ABC transporters,K19340,,,,,,,,,,
,,ABC transporters,K16916,,,,,,,,,,
,,ABC transporters,K16917,,,,,,,,,,
,,ABC transporters,K09813,,,,,,,,,,
,,ABC transporters,K09814,,,,,,,,,,
,,ABC transporters,K18233,,,,,,,,,,
,,ABC transporters,K18232,,,,,,,,,,
,,ABC transporters,K19310,,,,,,,,,,
,,ABC transporters,K19309,,,,,,,,,,
,,ABC transporters,K11632,,,,,,,,,,
,,ABC transporters,K11631,,,,,,,,,,
,,ABC transporters,K19084,,,,,,,,,,
,,ABC transporters,K19083,,,,,,,,,,
,,ABC transporters,K19080,,,,,,,,,,
,,ABC transporters,K19079,,,,,,,,,,
,,ABC transporters,K16905,,,,,,,,,,
,,ABC transporters,K16906,,,,,,,,,,
,,ABC transporters,K16907,,,,,,,,,,
,,ABC transporters,K09808,,,,,,,,,,
,,ABC transporters,K09810,,,,,,,,,,
,,ABC transporters,K16918,,,,,,,,,,
,,ABC transporters,K16919,,,,,,,,,,
,,ABC transporters,K16920,,,,,,,,,,
,,ABC transporters,K16921,,,,,,,,,,
,,ABC transporters,K02195,,,,,,,,,,
,,ABC transporters,K02194,,,,,,,,,,
,,ABC transporters,K02193,,,,,,,,,,
,,ABC transporters,K09811,,,,,,,,,,
,,ABC transporters,K09812,,,,,,,,,,
,,ABC transporters,K18216,,,,,,,,,,
,,ABC transporters,K18217,,,,,,,,,,
,,ABC transporters,K11004,,,,,,,,,,
,,ABC transporters,K12533,,,,,,,,,,
,,ABC transporters,K12536,,,,,,,,,,
,,ABC transporters,K12539,,,,,,,,,,
,,ABC transporters,K12541,,,,,,,,,,
,,ABC transporters,K16299,,,,,,,,,,
,,ABC transporters,K13409,,,,,,,,,,
,,ABC transporters,K05685,,,,,,,,,,
,,ABC transporters,K19083,,,,,,,,,,
,,ABC transporters,K19084,,,,,,,,,,
,,ABC transporters,K11631,,,,,,,,,,
,,ABC transporters,K11632,,,,,,,,,,
,,ABC transporters,K11631,,,,,,,,,,
,,ABC transporters,K11632,,,,,,,,,,
,,Parasitism,K17836,,,,,,,,,,
,,Calcium signaling pathway,K04632,,,,,,,,,,
,,Calcium signaling pathway,K08041,,,,,,,,,,
,,Calcium signaling pathway,K08042,,,,,,,,,,
,,Calcium signaling pathway,K08043,,,,,,,,,,
,,Calcium signaling pathway,K08044,,,,,,,,,,
,,Calcium signaling pathway,K08047,,,,,,,,,,
,,Calcium signaling pathway,K08048,,,,,,,,,,
,,Calcium signaling pathway,K08049,,,,,,,,,,
,,Calcium signaling pathway,K04345,,,,,,,,,,
,,ABC transporters,K11004,,,,,,,,,,
,,Parasitism,K17836,,,,,,,,,,
,,ABC transporters,K19079,,,,,,,,,,
,,ABC transporters,K19080,,,,,,,,,,
,,ABC transporters,K18104,,,,,,,,,,
,,ABC transporters,K15576,,,,,,,,,,
,,ABC transporters,K15577,,,,,,,,,,
,,ABC transporters,K15578,,,,,,,,,,
,,ABC transporters,K15579,,,,,,,,,,
,,ABC transporters,K02048,,,,,,,,,,
,,ABC transporters,K02046,,,,,,,,,,
,,ABC transporters,K02047,,,,,,,,,,
,,ABC transporters,K02045,,,,,,,,,,
,,ABC transporters,K15551,,,,,,,,,,
,,ABC transporters,K15552,,,,,,,,,,
,,ABC transporters,K10831,,,,,,,,,,
,,ABC transporters,K15553,,,,,,,,,,
,,ABC transporters,K15554,,,,,,,,,,
,,ABC transporters,K15555,,,,,,,,,,
,,Parasitism,K07414,,,,,,,,,,
,,Parasitism,K13514,,,,,,,,,,
,,Calcium signaling pathway,K13755,,,,,,,,,,
,,Calcium signaling pathway,K13240,,,,,,,,,,
,,Calcium signaling pathway,K13241,,,,,,,,,,
,,Calcium signaling pathway,K13242,,,,,,,,,,
,,Parasitism,K10971,,,,,,,,,,
,,Parasitism,K18278,,,,,,,,,,
,,Calcium signaling pathway,K01242,,,,,,,,,,
,,Parasitism,K16395,,,,,,,,,,
,,Parasitism,K15957,,,,,,,,,,
,,Parasitism,K16112,,,,,,,,,,
,,Parasitism,K14315,,,,,,,,,,
,,Vacuolar,K08502,,,,,,,,,,
,,ABC transporters,K05772,,,,,,,,,,
,,ABC transporters,K05773,,,,,,,,,,
,,ABC transporters,K06857,,,,,,,,,,
,,ABC transporters,K15495,,,,,,,,,,
,,ABC transporters,K15496,,,,,,,,,,
,,ABC transporters,K15497,,,,,,,,,,
,,ABC transporters,K11950,,,,,,,,,,
,,ABC transporters,K11951,,,,,,,,,,
,,ABC transporters,K11952,,,,,,,,,,
,,ABC transporters,K11953,,,,,,,,,,
,,ABC transporters,K15598,,,,,,,,,,
,,ABC transporters,K15599,,,,,,,,,,
,,ABC transporters,K15600,,,,,,,,,,
,,ABC transporters,K15556,,,,,,,,,,
,,ABC transporters,K15557,,,,,,,,,,
,,ABC transporters,K15558,,,,,,,,,,
,,ABC transporters,K02020,,,,,,,,,,
,,ABC transporters,K02018,,,,,,,,,,
,,ABC transporters,K02017,,,,,,,,,,
,,ABC transporters,K05776,,,,,,,,,,
,,ABC transporters,K02012,,,,,,,,,,
,,ABC transporters,K02011,,,,,,,,,,
,,ABC transporters,K02010,,,,,,,,,,
,,ABC transporters,K02064,,,,,,,,,,
,,ABC transporters,K02063,,,,,,,,,,
,,ABC transporters,K02062,,,,,,,,,,
,,ABC transporters,K11069,,,,,,,,,,
,,ABC transporters,K11070,,,,,,,,,,
,,ABC transporters,K11071,,,,,,,,,,
,,ABC transporters,K11072,,,,,,,,,,
,,ABC transporters,K11073,,,,,,,,,,
,,ABC transporters,K11074,,,,,,,,,,
,,ABC transporters,K11075,,,,,,,,,,
,,ABC transporters,K11076,,,,,,,,,,
,,ABC transporters,K11077,,,,,,,,,,
,,ABC transporters,K11078,,,,,,,,,,
,,ABC transporters,K11079,,,,,,,,,,
,,ABC transporters,K11080,,,,,,,,,,
,,ABC transporters,K11081,,,,,,,,,,
,,ABC transporters,K11082,,,,,,,,,,
,,ABC transporters,K11083,,,,,,,,,,
,,ABC transporters,K11084,,,,,,,,,,
,,ABC transporters,K02002,,,,,,,,,,
,,ABC transporters,K02001,,,,,,,,,,
,,ABC transporters,K02000,,,,,,,,,,
,,ABC transporters,K05845,,,,,,,,,,
,,ABC transporters,K05846,,,,,,,,,,
,,ABC transporters,K05847,,,,,,,,,,
,,ABC transporters,K10108,,,,,,,,,,
,,ABC transporters,K10109,,,,,,,,,,
,,ABC transporters,K10110,,,,,,,,,,
,,ABC transporters,K10111,,,,,,,,,,
,,ABC transporters,K10112,,,,,,,,,,
,,ABC transporters,K15770,,,,,,,,,,
,,ABC transporters,K15771,,,,,,,,,,
,,ABC transporters,K15772,,,,,,,,,,
,,ABC transporters,K10117,,,,,,,,,,
,,ABC transporters,K10118,,,,,,,,,,
,,ABC transporters,K10119,,,,,,,,,,
,,ABC transporters,K10188,,,,,,,,,,
,,ABC transporters,K10189,,,,,,,,,,
,,ABC transporters,K10190,,,,,,,,,,
,,ABC transporters,K10191,,,,,,,,,,
,,ABC transporters,K10227,,,,,,,,,,
,,ABC transporters,K10228,,,,,,,,,,
,,ABC transporters,K10229,,,,,,,,,,
,,ABC transporters,K10232,,,,,,,,,,
,,ABC transporters,K10233,,,,,,,,,,
,,ABC transporters,K10234,,,,,,,,,,
,,ABC transporters,K10235,,,,,,,,,,
,,ABC transporters,K10192,,,,,,,,,,
,,ABC transporters,K10193,,,,,,,,,,
,,ABC transporters,K10194,,,,,,,,,,
,,ABC transporters,K10195,,,,,,,,,,
,,ABC transporters,K17241,,,,,,,,,,
,,ABC transporters,K17242,,,,,,,,,,
,,ABC transporters,K17243,,,,,,,,,,
,,ABC transporters,K17318,,,,,,,,,,
,,ABC transporters,K17319,,,,,,,,,,
,,ABC transporters,K17320,,,,,,,,,,
,,ABC transporters,K10236,,,,,,,,,,
,,ABC transporters,K10237,,,,,,,,,,
,,ABC transporters,K10238,,,,,,,,,,
,,ABC transporters,K17311,,,,,,,,,,
,,ABC transporters,K17312,,,,,,,,,,
,,ABC transporters,K17313,,,,,,,,,,
,,ABC transporters,K17314,,,,,,,,,,
,,ABC transporters,K10200,,,,,,,,,,
,,ABC transporters,K10201,,,,,,,,,,
,,ABC transporters,K10202,,,,,,,,,,
,,ABC transporters,K10240,,,,,,,,,,
,,ABC transporters,K10241,,,,,,,,,,
,,ABC transporters,K10242,,,,,,,,,,
,,ABC transporters,K17329,,,,,,,,,,
,,ABC transporters,K17330,,,,,,,,,,
,,ABC transporters,K17331,,,,,,,,,,
,,ABC transporters,K17244,,,,,,,,,,
,,ABC transporters,K17245,,,,,,,,,,
,,ABC transporters,K17246,,,,,,,,,,
,,ABC transporters,K17234,,,,,,,,,,
,,ABC transporters,K17235,,,,,,,,,,
,,ABC transporters,K17236,,,,,,,,,,
,,ABC transporters,K17326,,,,,,,,,,
,,ABC transporters,K17327,,,,,,,,,,
,,ABC transporters,K17328,,,,,,,,,,
,,ABC transporters,K10546,,,,,,,,,,
,,ABC transporters,K10547,,,,,,,,,,
,,ABC transporters,K10548,,,,,,,,,,
,,ABC transporters,K07323,,,,,,,,,,
,,ABC transporters,K02067,,,,,,,,,,
,,ABC transporters,K02066,,,,,,,,,,
,,ABC transporters,K07122,,,,,,,,,,
,,ABC transporters,K02065,,,,,,,,,,
,,ABC transporters,K10196,,,,,,,,,,
,,ABC transporters,K10197,,,,,,,,,,
,,ABC transporters,K10198,,,,,,,,,,
,,ABC transporters,K10199,,,,,,,,,,
,,ABC transporters,K17315,,,,,,,,,,
,,ABC transporters,K17316,,,,,,,,,,
,,ABC transporters,K17317,,,,,,,,,,
,,ABC transporters,K10439,,,,,,,,,,
,,ABC transporters,K10440,,,,,,,,,,
,,ABC transporters,K10441,,,,,,,,,,
,,ABC transporters,K06726,,,,,,,,,,
,,ABC transporters,K10537,,,,,,,,,,
,,ABC transporters,K10538,,,,,,,,,,
,,ABC transporters,K10539,,,,,,,,,,
,,ABC transporters,K10540,,,,,,,,,,
,,ABC transporters,K10541,,,,,,,,,,
,,ABC transporters,K10542,,,,,,,,,,
,,ABC transporters,K10543,,,,,,,,,,
,,ABC transporters,K10544,,,,,,,,,,
,,ABC transporters,K10545,,,,,,,,,,
,,ABC transporters,K10549,,,,,,,,,,
,,ABC transporters,K10550,,,,,,,,,,
,,ABC transporters,K10551,,,,,,,,,,
,,ABC transporters,K10552,,,,,,,,,,
,,ABC transporters,K10553,,,,,,,,,,
,,ABC transporters,K10554,,,,,,,,,,
,,ABC transporters,K10555,,,,,,,,,,
,,ABC transporters,K10556,,,,,,,,,,
,,ABC transporters,K10557,,,,,,,,,,
,,ABC transporters,K10558,,,,,,,,,,
,,ABC transporters,K10559,,,,,,,,,,
,,ABC transporters,K10560,,,,,,,,,,
,,ABC transporters,K10561,,,,,,,,,,
,,ABC transporters,K10562,,,,,,,,,,
,,ABC transporters,K17202,,,,,,,,,,
,,ABC transporters,K17203,,,,,,,,,,
,,ABC transporters,K17204,,,,,,,,,,
,,ABC transporters,K17205,,,,,,,,,,
,,ABC transporters,K17206,,,,,,,,,,
,,ABC transporters,K17207,,,,,,,,,,
,,ABC transporters,K17208,,,,,,,,,,
,,ABC transporters,K17209,,,,,,,,,,
,,ABC transporters,K17210,,,,,,,,,,
,,ABC transporters,K17213,,,,,,,,,,
,,ABC transporters,K17214,,,,,,,,,,
,,ABC transporters,K17215,,,,,,,,,,
,,ABC transporters,K17237,,,,,,,,,,
,,ABC transporters,K17238,,,,,,,,,,
,,ABC transporters,K17239,,,,,,,,,,
,,ABC transporters,K17240,,,,,,,,,,
,,ABC transporters,K17321,,,,,,,,,,
,,ABC transporters,K17322,,,,,,,,,,
,,ABC transporters,K17323,,,,,,,,,,
,,ABC transporters,K17324,,,,,,,,,,
,,ABC transporters,K17325,,,,,,,,,,
,,ABC transporters,K05813,,,,,,,,,,
,,ABC transporters,K05814,,,,,,,,,,
,,ABC transporters,K05815,,,,,,,,,,
,,ABC transporters,K05816,,,,,,,,,,
,,ABC transporters,K02040,,,,,,,,,,
,,ABC transporters,K02037,,,,,,,,,,
,,ABC transporters,K02038,,,,,,,,,,
,,ABC transporters,K02036,,,,,,,,,,
,,ABC transporters,K02044,,,,,,,,,,
,,ABC transporters,K02042,,,,,,,,,,
,,ABC transporters,K02041,,,,,,,,,,
,,ABC transporters,K10013,,,,,,,,,,
,,ABC transporters,K10015,,,,,,,,,,
,,ABC transporters,K10016,,,,,,,,,,
,,ABC transporters,K10017,,,,,,,,,,
,,ABC transporters,K10014,,,,,,,,,,
,,ABC transporters,K10036,,,,,,,,,,
,,ABC transporters,K10037,,,,,,,,,,
,,ABC transporters,K10038,,,,,,,,,,
,,ABC transporters,K10039,,,,,,,,,,
,,ABC transporters,K10040,,,,,,,,,,
,,ABC transporters,K10041,,,,,,,,,,
,,ABC transporters,K09996,,,,,,,,,,
,,ABC transporters,K09997,,,,,,,,,,
,,ABC transporters,K09998,,,,,,,,,,
,,ABC transporters,K09999,,,,,,,,,,
,,ABC transporters,K10000,,,,,,,,,,
,,ABC transporters,K10001,,,,,,,,,,
,,ABC transporters,K10002,,,,,,,,,,
,,ABC transporters,K10003,,,,,,,,,,
,,ABC transporters,K10004,,,,,,,,,,
,,ABC transporters,K10018,,,,,,,,,,
,,ABC transporters,K10019,,,,,,,,,,
,,ABC transporters,K10020,,,,,,,,,,
,,ABC transporters,K10021,,,,,,,,,,
,,ABC transporters,K09969,,,,,,,,,,
,,ABC transporters,K09970,,,,,,,,,,
,,ABC transporters,K09971,,,,,,,,,,
,,ABC transporters,K09972,,,,,,,,,,
,,ABC transporters,K10005,,,,,,,,,,
,,ABC transporters,K10006,,,,,,,,,,
,,ABC transporters,K10007,,,,,,,,,,
,,ABC transporters,K10008,,,,,,,,,,
,,ABC transporters,K02424,,,,,,,,,,
,,ABC transporters,K10009,,,,,,,,,,
,,ABC transporters,K10010,,,,,,,,,,
,,ABC transporters,K16956,,,,,,,,,,
,,ABC transporters,K16957,,,,,,,,,,
,,ABC transporters,K16958,,,,,,,,,,
,,ABC transporters,K16959,,,,,,,,,,
,,ABC transporters,K16960,,,,,,,,,,
,,ABC transporters,K10022,,,,,,,,,,
,,ABC transporters,K10023,,,,,,,,,,
,,ABC transporters,K10024,,,,,,,,,,
,,ABC transporters,K10025,,,,,,,,,,
,,ABC transporters,K17062,,,,,,,,,,
,,ABC transporters,K17063,,,,,,,,,,
,,ABC transporters,K17073,,,,,,,,,,
,,ABC transporters,K17074,,,,,,,,,,
,,ABC transporters,K17076,,,,,,,,,,
,,ABC transporters,K01999,,,,,,,,,,
,,ABC transporters,K01997,,,,,,,,,,
,,ABC transporters,K01998,,,,,,,,,,
,,ABC transporters,K01995,,,,,,,,,,
,,ABC transporters,K01996,,,,,,,,,,
,,ABC transporters,K11954,,,,,,,,,,
,,ABC transporters,K11955,,,,,,,,,,
,,ABC transporters,K11956,,,,,,,,,,
,,ABC transporters,K11957,,,,,,,,,,
,,ABC transporters,K11958,,,,,,,,,,
,,ABC transporters,K11959,,,,,,,,,,
,,ABC transporters,K11960,,,,,,,,,,
,,ABC transporters,K11961,,,,,,,,,,
,,ABC transporters,K11962,,,,,,,,,,
,,ABC transporters,K11963,,,,,,,,,,
,,ABC transporters,K02073,,,,,,,,,,
,,ABC transporters,K02072,,,,,,,,,,
,,ABC transporters,K02071,,,,,,,,,,
,,ABC transporters,K16961,,,,,,,,,,
,,ABC transporters,K16962,,,,,,,,,,
,,ABC transporters,K16963,,,,,,,,,,
,,ABC transporters,K15580,,,,,,,,,,
,,ABC transporters,K15581,,,,,,,,,,
,,ABC transporters,K15582,,,,,,,,,,
,,ABC transporters,K15583,,,,,,,,,,
,,ABC transporters,K10823,,,,,,,,,,
,,ABC transporters,K12368,,,,,,,,,,
,,ABC transporters,K12369,,,,,,,,,,
,,ABC transporters,K12370,,,,,,,,,,
,,ABC transporters,K12371,,,,,,,,,,
,,ABC transporters,K12372,,,,,,,,,,
,,ABC transporters,K16199,,,,,,,,,,
,,ABC transporters,K16200,,,,,,,,,,
,,ABC transporters,K16201,,,,,,,,,,
,,ABC transporters,K16202,,,,,,,,,,
,,ABC transporters,K19226,,,,,,,,,,
,,ABC transporters,K19227,,,,,,,,,,
,,ABC transporters,K19228,,,,,,,,,,
,,ABC transporters,K19229,,,,,,,,,,
,,ABC transporters,K19230,,,,,,,,,,
,,ABC transporters,K15584,,,,,,,,,,
,,ABC transporters,K15585,,,,,,,,,,
,,ABC transporters,K15586,,,,,,,,,,
,,ABC transporters,K15587,,,,,,,,,,
,,ABC transporters,K10824,,,,,,,,,,
,,ABC transporters,K13889,,,,,,,,,,
,,ABC transporters,K13890,,,,,,,,,,
,,ABC transporters,K13891,,,,,,,,,,
,,ABC transporters,K13892,,,,,,,,,,
,,ABC transporters,K13893,,,,,,,,,,
,,ABC transporters,K13894,,,,,,,,,,
,,ABC transporters,K13895,,,,,,,,,,
,,ABC transporters,K13896,,,,,,,,,,
,,ABC transporters,K02016,,,,,,,,,,
,,ABC transporters,K02015,,,,,,,,,,
,,ABC transporters,K02013,,,,,,,,,,
,,ABC transporters,K06858,,,,,,,,,,
,,ABC transporters,K06073,,,,,,,,,,
,,ABC transporters,K06074,,,,,,,,,,
,,ABC transporters,K11601,,,,,,,,,,
,,ABC transporters,K11602,,,,,,,,,,
,,ABC transporters,K11603,,,,,,,,,,
,,ABC transporters,K09815,,,,,,,,,,
,,ABC transporters,K09816,,,,,,,,,,
,,ABC transporters,K09817,,,,,,,,,,
,,ABC transporters,K11704,,,,,,,,,,
,,ABC transporters,K11705,,,,,,,,,,
,,ABC transporters,K11706,,,,,,,,,,
,,ABC transporters,K11604,,,,,,,,,,
,,ABC transporters,K11605,,,,,,,,,,
,,ABC transporters,K11606,,,,,,,,,,
,,ABC transporters,K11607,,,,,,,,,,
,,ABC transporters,K11707,,,,,,,,,,
,,ABC transporters,K11708,,,,,,,,,,
,,ABC transporters,K11709,,,,,,,,,,
,,ABC transporters,K11710,,,,,,,,,,
,,ABC transporters,K02009,,,,,,,,,,
,,ABC transporters,K02007,,,,,,,,,,
,,ABC transporters,K02008,,,,,,,,,,
,,ABC transporters,K02006,,,,,,,,,,
,,ABC transporters,K10094,,,,,,,,,,
,,ABC transporters,K16915,,,,,,,,,,
,,ABC transporters,K03523,,,,,,,,,,
,,ABC transporters,K16783,,,,,,,,,,
,,ABC transporters,K16784,,,,,,,,,,
,,ABC transporters,K16785,,,,,,,,,,
,,ABC transporters,K16786,,,,,,,,,,
,,ABC transporters,K16787,,,,,,,,,,
,,ABC transporters,K11051,,,,,,,,,,
,,ABC transporters,K11050,,,,,,,,,,
,,ABC transporters,K10107,,,,,,,,,,
,,ABC transporters,K09688,,,,,,,,,,
,,ABC transporters,K09689,,,,,,,,,,
,,ABC transporters,K09690,,,,,,,,,,
,,ABC transporters,K09691,,,,,,,,,,
,,ABC transporters,K09692,,,,,,,,,,
,,ABC transporters,K09693,,,,,,,,,,
