,Descriptive_ID,Pfam_ID,CL,Description,Gathering_threshold,Symbol,ML,Overlapping_family,Type
13341,Oxidored_nitro,PF00148.22,CL0043,Nitrogenase component 1 type Oxidoreductase,28.6; 28.6;,Oxidored_nitro,399,,Domain
13342,Oxidored_q2,PF00420.27,,NADH-ubiquinone/plastoquinone oxidoreductase chain 4L,26.1; 26.1;,Oxidored_q2,105,,Family
13343,Oxidored_q3,PF00499.23,,NADH-ubiquinone/plastoquinone oxidoreductase chain 6,33.2; 33.2;,Oxidored_q3,144,,Family
13344,Oxidored_q4,PF00507.22,,"NADH-ubiquinone/plastoquinone oxidoreductase, chain 3",23.3; 23.3;,Oxidored_q4,99,,Family
13345,Oxidored_q5_N,PF01059.20,,"NADH-ubiquinone oxidoreductase chain 4, amino terminus",22.7; 22.7;,Oxidored_q5_N,110,,Family
13346,Oxidored_q6,PF01058.25,,"NADH ubiquinone oxidoreductase, 20 Kd subunit",27; 27;,Oxidored_q6,129,,Family
13347,Oxidoreduct_C,PF16490.8,CL0139,Putative oxidoreductase C terminal domain,27; 27;,Oxidoreduct_C,279,,Domain
13348,OxoDH_E1alpha_N,PF12573.11,,2-oxoisovalerate dehydrogenase E1 alpha subunit N terminal,25; 25;,OxoDH_E1alpha_N,41,,Family
13349,OxoGdeHyase_C,PF16870.8,CL0591,2-oxoglutarate dehydrogenase C-terminal,27; 27;,OxoGdeHyase_C,152,,Family
13350,Oxygenase-NA,PF09859.12,CL0029,"Oxygenase, catalysing oxidative methylation of damaged DNA",26.2; 26.2;,Oxygenase-NA,172,,Domain
13351,Oxysterol_BP,PF01237.21,,Oxysterol-binding protein,28.9; 28.9;,Oxysterol_BP,376,,Family
13352,P-II,PF00543.25,CL0089,Nitrogen regulatory protein P-II,25; 25;,P-II,108,,Domain
13353,P-loop_TraG,PF19044.3,CL0023,TraG P-loop domain,25.8; 25.8;,P-loop_TraG,413,,Family
13354,P-mevalo_kinase,PF04275.17,,Phosphomevalonate kinase,33.8; 33.8;,P-mevalo_kinase,114,,Family
13355,P120R,PF08062.14,,P120R (NUC006) repeat,20.3; 20.3;,P120R,22,,Repeat
13356,P16-Arc,PF04699.17,,ARP2/3 complex 16 kDa subunit (p16-Arc),21.9; 21.9;,P16-Arc,150,,Domain
13357,P19Arf_N,PF07392.15,,Cyclin-dependent kinase inhibitor 2a p19Arf N-terminus,25; 25;,P19Arf_N,51,,Family
13358,P1_N,PF12378.11,CL0186,"Mycoplasma adhesin P1, N-terminal",24.8; 24.8;,P1_N,310,,Domain
13359,P2,PF07194.14,CL0634,P2 response regulator binding domain,23; 23;,P2,81,,Domain
13360,P21-Arc,PF04062.17,,ARP2/3 complex ARPC3 (21 kDa) subunit,25; 25;,P21-Arc,174,,Family
13361,P22_AR_C,PF10548.12,,P22AR C-terminal domain,22.4; 22.4;,P22_AR_C,73,,Domain
13362,P22_AR_N,PF10547.12,,P22_AR N-terminal domain,30.7; 30.7;,P22_AR_N,114,,Domain
13363,P22_CoatProtein,PF11651.11,CL0373,P22 coat protein - gene protein 5,24; 24;,P22_CoatProtein,419,,Family
13364,P22_Cro,PF14549.9,CL0123,DNA-binding transcriptional regulator Cro,30.2; 30.2;,P22_Cro,60,,Domain
13365,P22_Tail-4,PF11650.11,CL0643,P22 tail accessory factor,21; 21;,P22_Tail-4,164,,Family
13366,P22_portal,PF16510.8,,Phage P22-like portal protein,26.1; 26.1;,P22_portal,668,,Family
13367,P2RX7_C,PF20478.1,,P2X purinoreceptor 7 intracellular domain,23.5; 23.5;,P2RX7_C,192,,Domain
13368,P2X_receptor,PF00864.22,,ATP P2X receptor,27; 27;,P2X_receptor,361,,Family
13369,P2_N,PF18628.4,,Viral coat protein P2 N-terminal domain,25; 25;,P2_N,127,,Domain
13370,P2_Phage_GpR,PF06891.14,CL0691,P2 phage tail completion protein R (GpR),25; 25;,P2_Phage_GpR,131,,Family
13371,P30,PF07390.14,,Mycoplasma P30 protein,27.4; 27.4;,P30,150,,Family
13372,P33MONOX,PF15302.9,,P33 mono-oxygenase,27; 27;,P33MONOX,291,,Family
13373,P34-Arc,PF04045.17,,"Arp2/3 complex, 34 kD subunit p34-Arc",27; 27;,P34-Arc,242,,Family
13374,P35,PF02331.18,CL0672,Apoptosis preventing protein,20.8; 20.8;,P35,296,,Domain
13375,P3A,PF08727.14,,Poliovirus 3A protein like,22.3; 22.3;,P3A,59,,Domain
13376,P4Ha_N,PF08336.14,,"Prolyl 4-Hydroxylase alpha-subunit, N-terminal region",25.3; 25.3;,P4Ha_N,135,,Family
13377,P5-ATPase,PF12409.11,,P5-type ATPase cation transporter,22.7; 22.7;,P5-ATPase,126,,Family
13378,P53,PF00870.21,CL0073,P53 DNA-binding domain,27; 27;,P53,187,,Domain
13379,P53_C,PF11619.11,,Transcription factor P53 - C terminal domain,25; 25;,P53_C,67,,Family
13380,P53_TAD,PF08563.14,,P53 transactivation motif,20; 20;,P53_TAD,25,,Motif
13381,P53_tetramer,PF07710.14,,P53 tetramerisation motif,20.7; 20.7;,P53_tetramer,42,,Motif
13382,P5CR_dimer,PF14748.9,CL0106,Pyrroline-5-carboxylate reductase dimerisation,25; 25;,P5CR_dimer,104,,Domain
13383,P63C,PF10546.12,,P63C domain,26.1; 26.1;,P63C,93,,Domain
13384,P66_CC,PF16563.8,,Coiled-coil and interaction region of P66A and P66B with MBD2,26.4; 26.4;,P66_CC,44,,Coiled-coil
13385,P68HR,PF08061.14,,P68HR (NUC004) repeat,25; 25;,P68HR,35,,Repeat
13386,PA,PF02225.25,CL0364,PA domain,23.9; 23.9;,PA,92,,Family
13387,PA-IIL,PF07472.14,,Fucose-binding lectin II (PA-IIL),21; 21;,PA-IIL,107,,Family
13388,PA-IL,PF07828.15,CL0202,PA-IL-like protein,22.5; 22.5;,PA-IL,121,,Family
13389,PA14,PF07691.15,CL0301,PA14 domain,24; 24;,PA14,147,,Domain
13390,PA26,PF04636.16,CL0423,PA26 p53-induced protein (sestrin),29.4; 29.4;,PA26,443,,Family
13391,PA28_alpha,PF02251.21,,Proteasome activator pa28 alpha subunit,21.2; 21.2;,PA28_alpha,61,,Family
13392,PA28_beta,PF02252.21,,Proteasome activator pa28 beta subunit,20.9; 20.9;,PA28_beta,145,,Family
13393,PAAR_motif,PF05488.16,,PAAR motif,27; 27;,PAAR_motif,70,,Motif
13394,PAAT-like,PF14958.9,,ATPase PAAT-like,27; 27;,PAAT-like,141,,Family
13395,PABP,PF00658.21,,"Poly-adenylate binding protein, unique domain",30.6; 30.6;,PABP,66,,Family
13396,PAC1,PF16094.8,,Proteasome assembly chaperone 4,28.4; 28.4;,PAC1,286,,Family
13397,PAC2,PF09754.12,CL0408,PAC2 family,25.8; 25.8;,PAC2,215,,Family
13398,PAC3,PF10178.12,,Proteasome assembly chaperone 3,21.2; 21.2;,PAC3,87,,Family
13399,PAC4,PF16093.8,,Proteasome assembly chaperone 4,31; 31;,PAC4,80,,Family
13400,PACT_coil_coil,PF10495.12,,Pericentrin-AKAP-450 domain of centrosomal targeting protein,25; 25;,PACT_coil_coil,83,,Domain
13401,PAD,PF03068.18,CL0197,Protein-arginine deiminase (PAD),25; 25;,PAD,393,,Family
13402,PADR1,PF08063.15,CL0306,PADR1 (NUC008) domain,25.1; 25.1;,PADR1,53,,Domain
13403,PADRE,PF14009.9,,PADRE domain,29.6; 29.6;,PADRE,177,,Domain
13404,PAD_M,PF08527.13,CL0073,Protein-arginine deiminase (PAD) middle domain,24.8; 24.8;,PAD_M,159,,Domain
13405,PAD_N,PF08526.13,CL0026,Protein-arginine deiminase (PAD) N-terminal domain,25; 25;,PAD_N,113,,Domain
13406,PAD_porph,PF04371.18,CL0197,Porphyromonas-type peptidyl-arginine deiminase,25; 25;,PAD_porph,319,,Family
13407,PAE,PF03283.16,CL0028,Pectinacetylesterase,26.6; 26.6;,PAE,356,,Family
13408,PAF,PF15715.8,CL0012,PCNA-associated factor histone like domain,23.4; 23.4;,PAF,135,,Domain
13409,PAF-AH_p_II,PF03403.16,CL0028,"Platelet-activating factor acetylhydrolase, isoform II",20; 20;,PAF-AH_p_II,379,,Domain
13410,PAG,PF15347.9,,Phosphoprotein associated with glycosphingolipid-enriched,27; 27;,PAG,428,,Family
13411,PAGK,PF15284.9,,Phage-encoded virulence factor,22.8; 22.8;,PAGK,64,,Family
13412,PAH,PF02671.24,,Paired amphipathic helix repeat,21.3; 21.3;,PAH,45,,Repeat
13413,PALB2_WD40,PF16756.8,CL0186,Partner and localizer of BRCA2 WD40 domain,27; 27;,PALB2_WD40,347,,Repeat
13414,PALP,PF00291.28,CL0063,Pyridoxal-phosphate dependent enzyme,35; 35;,PALP,294,,Family
13415,PAM2,PF07145.18,,Ataxin-2 C-terminal region,20; 20;,PAM2,18,,Motif
13416,PAN_1,PF00024.29,CL0168,PAN domain,21.4; 21.4;,PAN_1,79,,Domain
13417,PAN_2,PF08276.14,CL0168,PAN-like domain,21.1; 21.1;,PAN_2,67,,Domain
13418,PAN_3,PF08277.15,CL0168,PAN-like domain,21.1; 21.1;,PAN_3,71,,Domain
13419,PAN_4,PF14295.9,CL0168,PAN domain,27; 7.1;,PAN_4,51,,Domain
13420,PAP1,PF08601.13,,Transcription factor PAP1,23.2; 23.2;,PAP1,371,,Family
13421,PAP2,PF01569.24,CL0525,PAP2 superfamily,27.2; 27.2;,PAP2,136,,Family
13422,PAP2_3,PF14378.9,CL0525,PAP2 superfamily,27; 27;,PAP2_3,190,,Family
13423,PAP2_C,PF14360.9,CL0525,PAP2 superfamily C-terminal,27; 27;,PAP2_C,74,,Domain
13424,PAPA-1,PF04795.15,,PAPA-1-like conserved region,25; 25;,PAPA-1,86,,Family
13425,PAPS_reduct,PF01507.22,CL0039,Phosphoadenosine phosphosulfate reductase family,22.5; 22.5;,PAPS_reduct,174,,Family
13426,PAP_PilO,PF06864.15,,Pilin accessory protein (PilO),26.7; 26.7;,PAP_PilO,416,,Family
13427,PAP_RNA-bind,PF04926.18,,Poly(A) polymerase predicted RNA binding domain,24; 24;,PAP_RNA-bind,187,,Domain
13428,PAP_assoc,PF03828.22,,Cid1 family poly A polymerase,22.6; 22.6;,PAP_assoc,63,,Family
13429,PAP_central,PF04928.20,,Poly(A) polymerase central domain,35.2; 35.2;,PAP_central,250,NTP_transf_2,Domain
13430,PAP_fibrillin,PF04755.15,,PAP_fibrillin,22; 22;,PAP_fibrillin,198,,Family
13431,PAR1,PF06521.14,,PAR1 protein,25; 25;,PAR1,156,,Family
13432,PARG_cat,PF05028.17,CL0223,Poly (ADP-ribose) glycohydrolase (PARG),27; 27;,PARG_cat,336,,Family
13433,PARM,PF17061.8,,PARM,35; 35;,PARM,297,,Family
13434,PARP,PF00644.23,CL0084,Poly(ADP-ribose) polymerase catalytic domain,26.7; 26.7;,PARP,194,,Family
13435,PARP_reg,PF02877.17,,"Poly(ADP-ribose) polymerase, regulatory domain",26.8; 26.8;,PARP_reg,136,,Domain
13436,PARP_regulatory,PF01358.21,CL0063,Poly A polymerase regulatory subunit,25.4; 25.4;,PARP_regulatory,291,,Domain
13437,PAS,PF00989.28,CL0183,PAS fold,22.6; 22.6;,PAS,113,,Domain
13438,PASTA,PF03793.22,,PASTA domain,21.2; 21.2;,PASTA,63,,Domain
13439,PAS_10,PF13596.9,CL0183,PAS domain,22.1; 22.1;,PAS_10,106,,Domain
13440,PAS_11,PF14598.9,CL0183,PAS domain,25; 25;,PAS_11,113,,Domain
13441,PAS_12,PF18095.4,CL0183,UPF0242 C-terminal PAS-like domain,22.6; 22.6;,PAS_12,153,,Domain
13442,PAS_2,PF08446.14,CL0183,PAS fold,21.4; 14;,PAS_2,107,,Domain
13443,PAS_3,PF08447.15,CL0183,PAS fold,25.6; 25.6;,PAS_3,89,,Domain
13444,PAS_4,PF08448.13,CL0183,PAS fold,23.1; 23.1;,PAS_4,110,,Domain
13445,PAS_5,PF07310.16,CL0183,PAS domain,22; 22;,PAS_5,137,,Domain
13446,PAS_6,PF08348.14,CL0183,YheO-like PAS domain,27; 27;,PAS_6,115,,Domain
13447,PAS_7,PF12860.10,CL0183,PAS fold,27; 27;,PAS_7,115,,Domain
13448,PAS_8,PF13188.10,CL0183,PAS domain,21.8; 14.5;,PAS_8,67,,Domain
13449,PAS_9,PF13426.10,CL0183,PAS domain,27; 9.5;,PAS_9,104,,Domain
13450,PAT1,PF09770.12,CL0020,Topoisomerase II-associated protein PAT1,25; 25;,PAT1,864,,Repeat
13451,PATR,PF12951.10,CL0268,Passenger-associated-transport-repeat,27; 10;,PATR,30,,Repeat
13452,PAW,PF04721.20,CL0202,"PNGase C-terminal domain, mannose-binding module PAW",31.4; 31.4;,PAW,198,,Domain
13453,PAX,PF00292.21,CL0123,'Paired box' domain,22; 22;,PAX,125,,Domain
13454,PAXIP1_C,PF15364.9,,PAXIP1-associated-protein-1 C term PTIP binding protein,27; 27;,PAXIP1_C,132,,Family
13455,PAXNEB,PF05625.14,CL0023,PAXNEB protein,28; 28;,PAXNEB,371,,Domain
13456,PAXX,PF15384.9,,"PAXX, PAralog of XRCC4 and XLF, also called C9orf142",25; 25;,PAXX,194,,Family
13457,PAZ,PF02170.25,CL0638,PAZ domain,28.8; 28.8;,PAZ,132,,Domain
13458,PAZ_2,PF12212.11,CL0638,PAZ domain,23; 23;,PAZ_2,127,,Domain
13459,PAZ_3,PF18309.4,CL0638,Argonaute PAZ domain,27; 27;,PAZ_3,87,,Domain
13460,PAZ_4,PF18349.4,CL0638,PAZ domain,25; 25;,PAZ_4,93,,Domain
13461,PA_decarbox,PF05870.14,CL0116,Phenolic acid decarboxylase (PAD),24.6; 24.6;,PA_decarbox,158,,Domain
13462,PB1,PF00564.27,CL0072,PB1 domain,23.6; 23.6;,PB1,84,,Domain
13463,PB1-F2,PF11986.11,,Influenza A Proapoptotic protein,27; 27;,PB1-F2,87,,Domain
13464,PBAN,PF05874.14,,Pheromone biosynthesis activating neuropeptide (PBAN),22.7; 22.7;,PBAN,184,,Family
13465,PBC,PF03792.16,,PBC domain,25; 25;,PBC,181,,Family
13466,PBCV_basic_adap,PF08789.13,,PBCV-specific basic adaptor domain,20.4; 20.4;,PBCV_basic_adap,38,,Domain
13467,PBD,PF00786.31,,P21-Rho-binding domain,21.3; 21.3;,PBD,59,,Domain
13468,PBECR1,PF18809.4,CL0688,phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease1,27.6; 27.6;,PBECR1,108,,Domain
13469,PBECR2,PF18810.4,CL0688,phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease2,27.1; 27.1;,PBECR2,120,,Domain
13470,PBECR3,PF18812.4,CL0688,phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease3,30; 30;,PBECR3,115,,Domain
13471,PBECR4,PF18813.4,CL0688,phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease4,27; 27;,PBECR4,186,,Domain
13472,PBECR5,PF18814.4,CL0688,phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease5,56.4; 56.4;,PBECR5,249,,Domain
13473,PBP,PF01161.23,,Phosphatidylethanolamine-binding protein,24; 24;,PBP,132,,Domain
13474,PBP-Tp47_a,PF14889.9,,Penicillin-binding protein Tp47 domain a,25; 25;,PBP-Tp47_a,164,,Domain
13475,PBP-Tp47_c,PF14888.9,CL0159,Penicillin-binding protein Tp47 domain C,25; 25;,PBP-Tp47_c,159,,Domain
13476,PBP1_TM,PF14812.9,,Transmembrane domain of transglycosylase PBP1 at N-terminal,27.8; 27.8;,PBP1_TM,85,,Family
13477,PBP3,PF18056.4,,Penicillin Binding Protein 3 Domain,27; 27;,PBP3,110,,Domain
13478,PBP5_C,PF07943.16,,"Penicillin-binding protein 5, C-terminal domain",21.2; 21.2;,PBP5_C,91,,Domain
13479,PBP_GOBP,PF01395.25,,PBP/GOBP family,22; 22;,PBP_GOBP,112,,Domain
13480,PBP_N,PF17093.8,,Penicillin-binding protein N-terminus,30; 30;,PBP_N,138,,Family
13481,PBP_dimer,PF03717.18,,Penicillin-binding Protein dimerisation domain,24.4; 24.4;,PBP_dimer,181,,Domain
13482,PBP_like,PF12727.10,CL0177,PBP superfamily domain,27; 27;,PBP_like,193,,Family
13483,PBP_like_2,PF12849.10,CL0177,PBP superfamily domain,27; 27;,PBP_like_2,282,,Family
13484,PBP_sp32,PF07222.15,,Proacrosin binding protein sp32,21; 21;,PBP_sp32,240,,Family
13485,PBSX_XtrA,PF17356.5,,Phage-like element PBSX protein XtrA,29.7; 29.7;,PBSX_XtrA,64,,Family
13486,PBS_linker_poly,PF00427.24,,Phycobilisome Linker polypeptide,28.7; 28.7;,PBS_linker_poly,126,,Family
13487,PC-Esterase,PF13839.9,CL0264,GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p,27; 27;,PC-Esterase,283,,Family
13488,PC4,PF02229.19,CL0609,Transcriptional Coactivator p15 (PC4),25; 25;,PC4,52,,Domain
13489,PCAF_N,PF06466.14,,PCAF (P300/CBP-associated factor) N-terminal domain,24; 24;,PCAF_N,250,,Domain
13490,PCB_OB,PF17092.8,CL0021,Penicillin-binding protein OB-like domain,27; 27;,PCB_OB,112,,Family
13491,PCC,PF03479.18,CL0615,Plants and Prokaryotes Conserved (PCC) domain,25; 25;,PCC,110,,Domain
13492,PCC_BT,PF18140.4,,Propionyl-coenzyme A carboxylase BT domain,23.5; 23.5;,PCC_BT,127,,Domain
13493,PCDO_beta_N,PF12391.11,,"Protocatechuate 3,4-dioxygenase beta subunit N terminal",24; 24;,PCDO_beta_N,34,,Family
13494,PCEMA1,PF07418.14,,Acidic phosphoprotein precursor PCEMA1,21.4; 12.5;,PCEMA1,294,,Family
13495,PCI,PF01399.30,CL0123,PCI domain,24.1; 24.1;,PCI,105,,Domain
13496,PCIF1_WW,PF12237.11,,Phosphorylated CTD interacting factor 1 WW domain,31.1; 31.1;,PCIF1_WW,176,,Family
13497,PCLP,PF19307.2,CL0373,Phage capsid-like protein,22.8; 22.8;,PCLP,254,,Domain
13498,PCM1_C,PF15717.8,,Pericentriolar material 1 C terminus,27.4; 27.4;,PCM1_C,616,,Family
13499,PCMD,PF13201.9,CL0202,Putative carbohydrate metabolism domain,28; 28;,PCMD,232,,Domain
13500,PCMT,PF01135.22,CL0063,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT),20.3; 20.3;,PCMT,210,,Family
13501,PCNA_C,PF02747.18,CL0060,"Proliferating cell nuclear antigen, C-terminal domain",23; 23;,PCNA_C,128,,Domain
13502,PCNA_N,PF00705.21,CL0060,"Proliferating cell nuclear antigen, N-terminal domain",20.3; 20.3;,PCNA_N,127,,Domain
13503,PCNP,PF15473.9,,"PEST, proteolytic signal-containing nuclear protein family",27; 27;,PCNP,155,,Family
13504,PCO_ADO,PF07847.15,CL0029,PCO_ADO,27; 27;,PCO_ADO,201,,Family
13505,PCP,PF02429.18,,Peridinin-chlorophyll A binding protein,22.3; 22.3;,PCP,145,,Domain
13506,PCP_red,PF08369.13,CL0671,Proto-chlorophyllide reductase 57 kD subunit,32.5; 32.5;,PCP_red,45,,Family
13507,PCRF,PF03462.21,,PCRF domain,24; 24;,PCRF,192,,Domain
13508,PCSK9_C1,PF18459.4,,Proprotein convertase subtilisin-like/kexin type 9 C-terminal domain,31.3; 31.3;,PCSK9_C1,83,,Domain
13509,PCSK9_C2,PF18464.4,,Proprotein convertase subtilisin-like/kexin type 9 C-terminal domain,26.1; 26.1;,PCSK9_C2,66,,Domain
13510,PCSK9_C3,PF18463.4,,Proprotein convertase subtilisin-like/kexin type 9 C-terminal domain,26.7; 26.7;,PCSK9_C3,74,,Domain
13511,PCYCGC,PF13798.9,,Protein of unknown function with PCYCGC motif,25; 25;,PCYCGC,154,,Family
13512,PC_rep,PF01851.25,CL0020,Proteasome/cyclosome repeat,21; 21;,PC_rep,35,,Repeat
13513,PCuAC,PF04314.16,,Copper chaperone PCu(A)C,29.4; 29.4;,PCuAC,109,,Family
13514,PD-C2-AF1,PF09310.13,,"POU domain, class 2, associating factor 1",25.7; 25.7;,PD-C2-AF1,249,,Domain
13515,PD40,PF07676.15,CL0186,WD40-like Beta Propeller Repeat,20.9; 11.4;,PD40,38,,Repeat
13516,PDCD2_C,PF04194.16,,"Programmed cell death protein 2, C-terminal putative domain",30; 30;,PDCD2_C,112,,Domain
13517,PDCD7,PF16021.8,,Programmed cell death protein 7,27; 27;,PDCD7,306,,Family
13518,PDCD9,PF07147.15,CL0236,Mitochondrial 28S ribosomal protein S30 (PDCD9),25; 25;,PDCD9,448,,Family
13519,PDDEXK_1,PF12705.10,CL0236,PD-(D/E)XK nuclease superfamily,22; 22;,PDDEXK_1,255,,Domain
13520,PDDEXK_10,PF07788.14,CL0236,PD-(D/E)XK nuclease superfamily,21.2; 21.2;,PDDEXK_10,74,,Family
13521,PDDEXK_11,PF20472.1,CL0236,PD-(D/E)XK nuclease superfamily domain,23.7; 23.7;,PDDEXK_11,144,,Domain
13522,PDDEXK_12,PF20516.1,CL0236,PD-(D/E)XK nuclease superfamily,27; 27;,PDDEXK_12,252,,Domain
13523,PDDEXK_2,PF12784.10,CL0236,PD-(D/E)XK nuclease family transposase,27.4; 27.4;,PDDEXK_2,229,,Domain
13524,PDDEXK_3,PF13366.9,CL0236,PD-(D/E)XK nuclease superfamily,22; 22;,PDDEXK_3,118,,Domain
13525,PDDEXK_4,PF14281.9,CL0236,PD-(D/E)XK nuclease superfamily,22.3; 22.3;,PDDEXK_4,186,,Domain
13526,PDDEXK_5,PF11645.11,CL0236,PD-(D/E)XK endonuclease,26.1; 26.1;,PDDEXK_5,137,,Domain
13527,PDDEXK_6,PF04720.15,,PDDEXK-like family of unknown function,25; 25;,PDDEXK_6,220,,Family
13528,PDDEXK_7,PF04411.15,CL0236,PD-(D/E)XK nuclease superfamily,22.1; 22.1;,PDDEXK_7,164,,Domain
13529,PDDEXK_9,PF08011.14,CL0236,PD-(D/E)XK nuclease superfamily,25.5; 25.5;,PDDEXK_9,105,,Family
13530,PDE4_UCR,PF18100.4,,Phosphodiesterase 4 upstream conserved regions (UCR),26.9; 26.9;,PDE4_UCR,119,,Domain
13531,PDE6_gamma,PF04868.15,,"Retinal cGMP phosphodiesterase, gamma subunit",25; 25;,PDE6_gamma,82,,Family
13532,PDE8,PF08629.13,,PDE8 phosphodiesterase,25; 25;,PDE8,52,,Family
13533,PDEase_I,PF00233.22,CL0237,3'5'-cyclic nucleotide phosphodiesterase,24.8; 24.8;,PDEase_I,238,,Domain
13534,PDEase_II,PF02112.18,CL0381,cAMP phosphodiesterases class-II,23.7; 23.7;,PDEase_II,338,,Family
13535,PDEase_I_N,PF08499.15,,3'5'-cyclic nucleotide phosphodiesterase N-terminal,27; 27;,PDEase_I_N,61,,Family
13536,PDGF,PF00341.20,CL0079,PDGF/VEGF domain,27; 27;,PDGF,82,,Domain
13537,PDGF_N,PF04692.16,,"Platelet-derived growth factor, N terminal region",29.5; 29.5;,PDGF_N,78,,Family
13538,PDGLE,PF13190.9,,PDGLE domain,27; 27;,PDGLE,102,,Domain
13539,PDH_C,PF20463.1,CL0106,"Prephenate dehydrogenase, dimerization domain",22; 22;,PDH_C,102,,Domain
13540,PDH_E1_M,PF17831.4,CL0254,Pyruvate dehydrogenase E1 component middle domain,23.2; 23.2;,PDH_E1_M,229,,Domain
13541,PDH_N,PF02153.20,CL0063,"Prephenate dehydrogenase, nucleotide-binding domain",26.5; 26.5;,PDH_N,154,,Domain
13542,PDR_CDR,PF06422.15,CL0181,CDR ABC transporter,20.5; 20.5;,PDR_CDR,92,,Family
13543,PDR_assoc,PF08370.14,,Plant PDR ABC transporter associated,24.9; 24.9;,PDR_assoc,65,,Family
13544,PDS5,PF20168.1,CL0020,Sister chromatid cohesion protein PDS5 protein,27; 27;,PDS5,1055,,Repeat
13545,PDT,PF00800.21,CL0177,Prephenate dehydratase,25.2; 25.2;,PDT,183,,Family
13546,PDU_like,PF15953.8,,Putative propanediol utilisation,27; 27;,PDU_like,153,,Family
13547,PDZ,PF00595.27,CL0466,PDZ domain,23.2; 23.2;,PDZ,82,,Domain
13548,PDZ_1,PF12812.10,CL0466,PDZ-like domain,28; 28;,PDZ_1,78,,Domain
13549,PDZ_2,PF13180.9,CL0466,PDZ domain,27; 27;,PDZ_2,82,,Domain
13550,PDZ_3,PF17815.4,CL0466,PDZ domain,22.8; 22.8;,PDZ_3,145,,Domain
13551,PDZ_4,PF17816.4,CL0466,PDZ domain,23.1; 23.1;,PDZ_4,114,,Domain
13552,PDZ_5,PF17817.4,CL0466,PDZ domain,23.6; 23.6;,PDZ_5,73,,Domain
13553,PDZ_6,PF17820.4,CL0466,PDZ domain,27; 27;,PDZ_6,54,,Domain
13554,PDZ_assoc,PF10600.12,,PDZ-associated domain of NMDA receptors,27; 27;,PDZ_assoc,70,,Domain
13555,PE,PF00934.23,CL0352,PE family,22; 22;,PE,91,,Family
13556,PE-PPE,PF08237.14,CL0028,PE-PPE domain,21; 21;,PE-PPE,227,,Domain
13557,PEARLI-4,PF05278.15,,Arabidopsis phospholipase-like protein (PEARLI 4),29.9; 29.9;,PEARLI-4,269,,Family
13558,PEGA,PF08308.14,CL0287,PEGA domain,20.8; 20.8;,PEGA,70,,Domain
13559,PEHE,PF15275.9,,PEHE domain,34; 34;,PEHE,133,,Family
13560,PELOTA_1,PF15608.9,CL0101,PELOTA RNA binding domain,25; 25;,PELOTA_1,81,,Domain
13561,PEMT,PF04191.16,CL0115,Phospholipid methyltransferase,25; 25;,PEMT,105,,Family
13562,PEN-2,PF10251.12,,Presenilin enhancer-2 subunit of gamma secretase,25; 25;,PEN-2,93,,Family
13563,PEP-CTERM,PF07589.14,,PEP-CTERM motif,20.7; 18;,PEP-CTERM,23,,Motif
13564,PEP-utilisers_N,PF05524.16,,"PEP-utilising enzyme, N-terminal",24.4; 24.4;,PEP-utilisers_N,115,,Family
13565,PEP-utilizers,PF00391.26,CL0364,"PEP-utilising enzyme, mobile domain",23.1; 23.1;,PEP-utilizers,73,,Domain
13566,PEP-utilizers_C,PF02896.21,CL0151,"PEP-utilising enzyme, PEP-binding domain",22.8; 22.8;,PEP-utilizers_C,294,,Domain
13567,PEPCK_ATP,PF01293.23,CL0374,Phosphoenolpyruvate carboxykinase,26.5; 26.5;,PEPCK_ATP,465,,Family
13568,PEPCK_GTP,PF00821.21,CL0374,Phosphoenolpyruvate carboxykinase C-terminal P-loop domain,23.8; 23.8;,PEPCK_GTP,358,,Domain
13569,PEPCK_N,PF17297.5,,Phosphoenolpyruvate carboxykinase N-terminal domain,23.8; 23.8;,PEPCK_N,218,,Domain
13570,PEP_hydrolase,PF09370.13,CL0151,Phosphoenolpyruvate hydrolase-like,33.8; 33.8;,PEP_hydrolase,267,,Domain
13571,PEP_mutase,PF13714.9,CL0151,Phosphoenolpyruvate phosphomutase,31.5; 31.5;,PEP_mutase,241,,Domain
13572,PEPcase,PF00311.20,CL0151,Phosphoenolpyruvate carboxylase,22.4; 22.4;,PEPcase,920,,Family
13573,PEPcase_2,PF14010.9,CL0151,Phosphoenolpyruvate carboxylase,25; 25;,PEPcase_2,494,,Family
13574,PET,PF06297.17,,PET Domain,25; 25;,PET,85,,Domain
13575,PET117,PF15786.8,,"PET assembly of cytochrome c oxidase, mitochondrial",27; 27;,PET117,70,,Family
13576,PET122,PF05476.14,,PET122,22.3; 22.3;,PET122,261,,Family
13577,PEX-1N,PF09262.14,CL0402,"Peroxisome biogenesis factor 1, N-terminal",27; 27;,PEX-1N,77,,Domain
13578,PEX-2N,PF09263.13,CL0332,"Peroxisome biogenesis factor 1, N-terminal",30.5; 30.5;,PEX-2N,83,,Domain
